epoch,train_loss,train_acc,test_loss,test_acc,epoch_time
0,4.186007339003924,0.07221122112211222,4.01831221971849,0.09988118811881189,743.140189409256
1,3.724483553219486,0.14427722772277227,3.7314530839823714,0.1504158415841584,728.3490700721741
2,3.3337874428645984,0.21553795379537954,3.168781382417438,0.23497029702970296,728.5409202575684
3,3.020972373517784,0.27745214521452144,3.170395868745717,0.2506138613861386,724.6191024780273
4,2.7516349799729682,0.33394059405940596,2.713068535683131,0.3382970297029703,724.8771805763245
5,2.5377861349969297,0.378970297029703,2.5057905281733985,0.3820990099009901,724.0827593803406
6,2.3656027210322588,0.4174917491749175,2.3895209946415643,0.40364356435643567,725.380898475647
7,2.22619559575577,0.45007260726072607,2.2091693074414223,0.43932673267326733,726.1409080028534
8,2.0957831567203677,0.47672607260726074,2.2008976599182746,0.44811881188118813,724.0864191055298
9,1.9906224032511581,0.5017425742574257,2.0887103267390317,0.47247524752475245,724.3084628582001
10,1.895662536290852,0.523009900990099,2.0468045787678824,0.48574257425742573,728.6105785369873
11,1.815193580413187,0.5396303630363036,1.85690321803394,0.5255841584158416,732.0020122528076
12,1.7349354604611527,0.5583234323432343,1.8710768544914747,0.5331881188118812,730.6196506023407
13,1.6693889857143969,0.5742970297029703,1.8426964118926212,0.530970297029703,728.6027438640594
14,1.6055778840909134,0.5911947194719472,1.7360772993980031,0.5531089108910892,726.8155720233917
15,1.5550537514122758,0.6000660066006601,1.637681465106781,0.5783762376237623,726.8376111984253
16,1.4957499024835792,0.6141650165016501,1.7574465038499447,0.5481584158415842,725.3110029697418
17,1.4576644166498571,0.6216105610561056,1.6692849626444808,0.5726732673267326,726.233704328537
18,1.4068786669019107,0.6352211221122113,1.7220035111813834,0.5628118811881188,725.7322976589203
19,1.3635900751561731,0.6451617161716172,1.5549424576638924,0.5961980198019802,725.0930762290955
20,1.3256120481402487,0.6546402640264026,1.4754846008362794,0.6163564356435643,726.0303785800934
21,1.286847438461877,0.6624422442244224,1.529317356646061,0.6088712871287129,725.7282688617706
22,1.2433492791008305,0.6736765676567656,1.5711738944354683,0.6021386138613861,727.3544425964355
23,1.2164875140061249,0.6793795379537954,1.4838660742447833,0.6201188118811881,725.9903900623322
24,1.1864022197755608,0.686006600660066,1.4710332567643638,0.622970297029703,726.2972764968872
25,1.14982761291636,0.6957359735973597,1.517775252386175,0.6111683168316832,726.719486951828
26,1.1267166293754771,0.7025874587458746,1.4186318708640155,0.6362376237623762,727.0048713684082
27,1.090238453770006,0.7095181518151815,1.5704795087527748,0.6038019801980198,726.3491106033325
28,1.0640559157205594,0.7152079207920792,1.4767814280107767,0.622970297029703,726.2973012924194
29,1.0351497848090288,0.7224554455445544,1.474566617999414,0.6274455445544554,726.6561758518219
30,1.0078278862544008,0.730006600660066,1.5019429861144586,0.6226930693069307,725.5368232727051
31,0.9822551331205948,0.7372409240924093,1.4591692453532508,0.6349306930693069,726.2925758361816
32,0.9610635066354597,0.7413069306930693,1.4547063932951652,0.6371089108910891,726.6840131282806
33,0.9377278075427622,0.7493993399339934,1.4495211930738554,0.6329108910891089,726.4879410266876
34,0.9211245076479139,0.7531749174917491,1.4478260964305714,0.6385346534653465,725.9941439628601
35,0.8890050319400994,0.7610825082508251,1.5084932350149058,0.6334653465346535,728.41827917099
36,0.8773631613600898,0.7647524752475248,1.42429746559473,0.6442772277227723,728.3790488243103
37,0.8550404921375416,0.7683960396039604,1.5743026997555385,0.6236831683168317,727.147007226944
38,0.8378774265985232,0.775009900990099,1.422523464518364,0.6504554455445545,726.150398015976
39,0.8182097495709723,0.7787326732673268,1.4852923913435503,0.641940594059406,726.0530738830566
40,0.8015405806033192,0.7832475247524753,1.4432601452325329,0.6474059405940594,728.0282971858978
41,0.787924413493759,0.7865082508250825,1.4530063865311218,0.6428118811881188,727.0713264942169
42,0.7652449695947202,0.7922112211221122,1.4634497957021901,0.6435247524752475,726.5764088630676
43,0.7628089234333586,0.7926336633663367,1.449251570108563,0.6457029702970297,726.8182687759399
44,0.7498524092842598,0.7974785478547854,1.474141279480072,0.644,727.1143162250519
45,0.7259607349295873,0.8015841584158416,1.4641560182125881,0.648990099009901,726.115401506424
46,0.7127421647310257,0.8065214521452145,1.4376844609099808,0.6504554455445545,729.684431552887
47,0.7094836503367972,0.8086336633663367,1.4351014645789006,0.6536237623762376,721.1107947826385
48,0.7012278625389209,0.8097293729372937,1.4501659196961407,0.6514455445544555,697.8775312900543
49,0.6809423425411051,0.8143498349834983,1.4318660694842387,0.6592079207920792,691.3785152435303
50,0.6756569065556333,0.8148910891089108,1.4418729561371635,0.6562772277227723,690.3961703777313
51,0.6752158174845012,0.8153267326732673,1.4428201510448648,0.6578613861386139,692.6003050804138
52,0.6453821467789443,0.8257293729372938,1.4575902520857675,0.6553663366336634,698.2408285140991
53,0.6389192209855931,0.8274719471947195,1.4667672918676729,0.6574653465346535,691.6931824684143
54,0.6403052265680319,0.8265874587458746,1.4574805684763976,0.6561584158415842,702.4799358844757
55,0.6280077852409434,0.8297425742574257,1.4755732013721659,0.6534257425742575,703.8103919029236
56,0.6302965706768068,0.8287656765676568,1.5604163120039787,0.643960396039604,707.170303106308
57,0.6118577012943255,0.8355775577557756,1.4392919615663664,0.6569108910891089,746.3030366897583
58,0.6076421701928248,0.8361716171617162,1.4990777829379747,0.650970297029703,709.963879108429
59,0.5919429299899855,0.8400660066006601,1.522831577243227,0.648990099009901,708.5570316314697
60,0.597869386896491,0.8377293729372938,1.4782887204277395,0.658930693069307,707.57239818573
61,0.5999233350661155,0.8397095709570958,1.6097526097990045,0.6444356435643565,706.7954378128052
62,0.5809560709607762,0.8427986798679868,1.4737941550862308,0.6641188118811882,708.5533871650696
63,0.5738293309570164,0.84596699669967,1.4880334772545882,0.6628514851485149,710.5162880420685
64,0.5650462410035165,0.8472871287128713,1.5448122098289354,0.6550495049504951,709.324060678482
65,0.5598365492816713,0.8495841584158416,1.5223200285826066,0.6550495049504951,709.0112383365631
66,0.5581091955002095,0.8488844884488449,1.4926264963366769,0.6651089108910891,709.1332292556763
67,0.5504580793046469,0.8506666666666667,1.5903487622813144,0.6474059405940594,709.0060155391693
68,0.5428251036870722,0.8534653465346534,1.487824018705975,0.6603960396039604,718.7841339111328
69,0.5349277633720556,0.8554323432343234,1.5407440564924417,0.651960396039604,727.1669793128967
70,0.5364933199677113,0.8555775577557756,1.5279101207852364,0.654019801980198,722.3017325401306
71,0.5270440403523075,0.8579669966996699,1.5542207608620326,0.6586138613861386,716.6841206550598
72,0.5282723695744533,0.8578613861386138,1.5839047955744194,0.6475643564356436,715.7698698043823
73,0.523268289083766,0.8581122112211221,1.518151522773986,0.6607524752475248,714.9404821395874
74,0.515727817282282,0.8605412541254125,1.5382044769522518,0.6604752475247525,713.1029117107391
75,0.5062368391585108,0.8623102310231023,1.4942289166378253,0.6613861386138614,715.8362989425659
76,0.5106877606060054,0.8624686468646865,1.6334563748101996,0.6441584158415842,714.85262799263
77,0.5085414436117217,0.8632607260726073,1.5227960585945783,0.6584158415841584,715.3682236671448
78,0.4950282513793256,0.8675643564356436,1.4977898298188894,0.6652673267326733,715.0247135162354
79,0.4899616880040314,0.8682508250825083,1.5151557085489986,0.6657029702970297,715.1314177513123
80,0.4950346994037564,0.8673399339933994,1.4912455000660636,0.6678019801980198,718.1926002502441
81,0.48803595594457677,0.8692937293729373,1.4980023390039652,0.6700990099009901,712.6668834686279
82,0.4807994343290055,0.8703366336633663,1.5276813549224777,0.6610693069306931,713.3235828876495
83,0.47857478651142604,0.8706534653465346,1.5649092512374574,0.6597227722772278,713.8856430053711
84,0.46952943574335126,0.8727260726072608,1.5549078701120433,0.6640396039603961,716.4280533790588
85,0.4709193913417088,0.872990099009901,1.6636132182496968,0.6427326732673267,714.1648926734924
86,0.4713927418295596,0.8733993399339934,1.5399540937458627,0.6590891089108911,715.9067680835724
87,0.4661474363072901,0.8744026402640264,1.5853604775938122,0.657980198019802,711.2820882797241
88,0.4616066531051655,0.8755379537953796,1.541059801223302,0.6572277227722773,720.7347252368927
89,0.46165519006348943,0.8762376237623762,1.549737442774002,0.6626930693069307,714.5241038799286
90,0.4618780509744947,0.8767656765676568,1.585398683982967,0.6568712871287129,714.0652623176575
91,0.45411222855988387,0.878019801980198,1.6001353844473458,0.659960396039604,714.4905626773834
92,0.44426678403003794,0.8822574257425743,1.5606884666615062,0.6645544554455446,713.8437905311584
93,0.44649240424906883,0.8787722772277228,1.5224851674654267,0.6722772277227723,714.47128033638
94,0.4507471638152728,0.8786534653465347,1.5084589224195841,0.6694653465346535,716.3154785633087
95,0.44293456250247926,0.8813729372937293,1.5568461963022597,0.6594059405940594,713.3918128013611
96,0.4333299046533333,0.8833399339933994,1.5465500439808826,0.6579009900990099,714.3798434734344
97,0.4449512080818012,0.8796171617161717,1.578928608785976,0.656950495049505,714.2356269359589
98,0.43628650707368916,0.8832871287128713,1.5417078805692268,0.6676435643564357,713.8316068649292
99,0.43765542011808706,0.881953795379538,1.611844671118741,0.6570297029702971,713.4940741062164
100,0.42547883309826656,0.8858481848184818,1.5920153814132767,0.6590495049504951,715.4454987049103
101,0.4272273322315635,0.8846864686468647,1.5306033989828494,0.6716435643564357,716.7382354736328
102,0.4289631652771621,0.8841320132013202,1.5615466775541955,0.6655445544554456,714.1954643726349
103,0.4278357591782067,0.885029702970297,1.5291219997511367,0.6685940594059406,715.6056118011475
104,0.41239898067873876,0.8904422442244224,1.6166991817981307,0.6658217821782179,713.6536891460419
105,0.4143518552788206,0.8886732673267327,1.5892299128263587,0.6582574257425743,714.1456069946289
106,0.4140700842883136,0.8887524752475248,1.5297988896643875,0.6734653465346535,713.83948802948
107,0.415354072191828,0.887960396039604,1.5539393756124709,0.6666930693069307,716.789879322052
108,0.41250739651858004,0.8892145214521452,1.658242535711539,0.6577425742574258,715.7882213592529
109,0.41121696962698084,0.8898877887788779,1.599945616955408,0.6638415841584159,715.889199256897
110,0.408158355115636,0.8902046204620462,1.6190309464705712,0.6545346534653466,714.3081080913544
111,0.40785993195164044,0.8902310231023103,1.5618047670583532,0.6668514851485149,715.847320318222
112,0.40288568952599085,0.8917623762376238,1.596210253471979,0.6638811881188119,716.6390364170074
113,0.4004554711659816,0.8918151815181519,1.6297733986166993,0.6692673267326733,715.3184115886688
114,0.39929310219815456,0.8922244224422442,1.6317309266087985,0.6607524752475248,714.5161571502686
115,0.39645210572996653,0.8932805280528053,1.5757417726998377,0.6696237623762377,716.3369233608246
116,0.396125654815822,0.8946138613861386,1.585380417605241,0.672950495049505,714.218106508255
117,0.3961467461761188,0.8931749174917492,1.6424815734528533,0.6660198019801981,715.090413570404
118,0.3895654722393767,0.8955643564356436,1.6273722802900306,0.6624158415841584,715.044401884079
119,0.3980439771218477,0.8940858085808581,1.6434744575408975,0.6617425742574258,715.6486868858337
120,0.39568916545878796,0.8942310231023103,1.614867790555111,0.6652673267326733,715.8507525920868
121,0.3812123909844337,0.8972805280528052,1.6469126361036541,0.6645148514851485,715.2336189746857
122,0.38434730339291934,0.8966468646864686,1.6003469178321386,0.6697821782178218,716.4961950778961
123,0.38519503455609083,0.8974257425742574,1.615626513920348,0.6735445544554456,715.5995428562164
124,0.38622025999467113,0.8966072607260726,1.6321095918690918,0.6645544554455446,716.2474074363708
125,0.3768071462526112,0.897082508250825,1.6163602680569948,0.6693069306930693,716.3648319244385
126,0.37154148579449264,0.9009372937293729,1.6260005137647944,0.6602376237623763,715.6327781677246
127,0.3777629003130101,0.8982838283828383,1.6703258143982502,0.6619009900990099,716.2368433475494
128,0.3714510993276899,0.9008448844884488,1.574393611664724,0.6746534653465347,715.636328458786
129,0.3757466664789496,0.8981914191419141,1.627839276736433,0.6713267326732674,715.7327082157135
130,0.3677702345256064,0.901029702970297,1.6243763426036546,0.6693069306930693,720.2365384101868
131,0.37106615755505656,0.9008976897689769,1.5883493065984562,0.6682376237623763,722.617030620575
132,0.36995483368534493,0.9006732673267327,1.6224316872581086,0.6627722772277228,719.4147093296051
133,0.3683173839959341,0.9015973597359735,1.6062042553241205,0.6690297029702971,719.1981480121613
134,0.3657795638852828,0.9014917491749175,1.579566892951426,0.6753267326732674,716.7922043800354
135,0.3607212390901672,0.9037491749174917,1.6695411375375708,0.6666534653465347,718.5859644412994
136,0.36309120892169505,0.9022970297029703,1.5839021424904014,0.6740594059405941,717.5294182300568
137,0.36517284629312724,0.9009636963696369,1.6394648828515501,0.6702178217821783,721.4353635311127
138,0.3597160092227765,0.9030891089108911,1.6407663002610207,0.6643564356435644,717.1658408641815
139,0.3639563677228383,0.9025214521452145,1.603330700159675,0.6712475247524753,717.1299915313721
140,0.3538668360309424,0.9037887788778878,1.5754427401292506,0.6791683168316832,716.7936515808105
141,0.35373562498873956,0.9052013201320132,1.6133356451837704,0.6703366336633664,718.575544834137
142,0.3550430112392516,0.9045544554455446,1.5747763989399177,0.6752475247524753,716.5330414772034
143,0.3519746488891542,0.9063630363036304,1.5954970384035447,0.675960396039604,724.8872389793396
144,0.34581134747713804,0.9072739273927393,1.5327830904662008,0.6795247524752476,717.4791758060455
145,0.35206608217511626,0.9056105610561056,1.627440685876692,0.6722772277227723,715.7150709629059
146,0.34915199437858285,0.9068778877887789,1.6750858532584676,0.6607524752475248,716.5456850528717
147,0.3463863912667777,0.9076303630363036,1.691154803553916,0.6667326732673268,724.0420751571655
148,0.34476840828318855,0.9071023102310231,1.6171133652178928,0.6731881188118812,717.4882023334503
149,0.3430058069376124,0.9071155115511551,1.6845409977014618,0.6716039603960396,717.1829466819763
150,0.3417606602951482,0.9082244224422442,1.6192283102057197,0.6752475247524753,716.400919675827
151,0.34291748167644887,0.9078547854785478,1.5929241873549693,0.6748118811881189,717.238822221756
152,0.3445245068570649,0.9077755775577557,1.6381973424794698,0.6740594059405941,717.2544703483582
153,0.33683746562314193,0.9097821782178218,1.6496163262712835,0.6708118811881189,717.9306211471558
154,0.3415586211643106,0.9082640264026403,1.5955050282857635,0.674930693069307,716.6215410232544
155,0.34028803933462176,0.9094257425742575,1.6094494560225443,0.6752475247524753,717.665679693222
156,0.3359010347693756,0.9098085808580858,1.600322878797247,0.671009900990099,719.8551440238953
157,0.34159995273158356,0.9081320132013201,1.6085465093980533,0.6692673267326733,717.8580775260925
158,0.3307377950011476,0.9121056105610561,1.6229371654641147,0.6755643564356436,717.9336233139038
159,0.33321827151686756,0.9108382838283828,1.6562668335332413,0.6700594059405941,717.9526653289795
160,0.3291698236119103,0.9126204620462046,1.6162436788130288,0.6754455445544555,719.5659005641937
161,0.32992598170263543,0.910970297029703,1.5667024305974595,0.6810297029702971,720.0946607589722
162,0.32967765344860583,0.9113531353135313,1.585676202945637,0.6790495049504951,718.7858018875122
163,0.32592305126977533,0.9126336633663367,1.646366801075261,0.6721980198019802,719.0658645629883
164,0.32140515334400777,0.9136765676567656,1.6101982054310013,0.6792871287128713,719.461030960083
165,0.3286484335045758,0.9110891089108911,1.5984305521906024,0.6756435643564357,717.8502604961395
166,0.3215881915435799,0.9131089108910891,1.6176428446414495,0.6704554455445545,718.2081241607666
167,0.3259469530721371,0.9118151815181518,1.6325248206655185,0.6761584158415842,719.4050652980804
168,0.3208842516901928,0.9131089108910891,1.6042072809856347,0.6748118811881189,720.2553763389587
169,0.3214627063229076,0.9134389438943894,1.567453872600589,0.6800792079207921,718.5378546714783
170,0.31431753885605046,0.914996699669967,1.653586250889783,0.6741782178217822,718.8797318935394
171,0.3227094338351005,0.9136765676567656,1.702138400627206,0.6691089108910891,720.0398261547089
172,0.3246439181494753,0.9122112211221122,1.6915870481594042,0.6678811881188119,719.5468482971191
173,0.3240244006234649,0.9133861386138614,1.5859309875152328,0.6791683168316832,719.5431151390076
174,0.31981047595272194,0.914046204620462,1.6197344929431423,0.6783366336633664,718.764317035675
175,0.32011075730662086,0.9133465346534654,1.6427579757691635,0.6742574257425743,717.7517437934875
176,0.3175425355800906,0.9153531353135314,1.6513549246345505,0.6741386138613862,718.0241045951843
177,0.3145530812593328,0.9155907590759076,1.657338950745385,0.6702970297029703,718.2055423259735
178,0.30853722604444705,0.9164488448844884,1.5882837189869448,0.6815049504950496,717.8432657718658
179,0.31558000419691606,0.9156699669966997,1.6499060989555083,0.6731485148514852,718.5277891159058
180,0.31395640029144045,0.916,1.6156614682439603,0.6808712871287129,719.4456241130829
181,0.3096632187229556,0.9166600660066007,1.6116555214229256,0.6798019801980199,718.5253672599792
182,0.3090023360265469,0.9167128712871287,1.6765504851937294,0.6735445544554456,718.8231644630432
183,0.3104031478130334,0.9168052805280528,1.6412130446747095,0.6776633663366337,719.2892799377441
184,0.312618919560132,0.9168448844884488,1.6306148693718092,0.678970297029703,718.6902556419373
185,0.3123486307575493,0.9151551155115512,1.7352749897976114,0.664990099009901,719.9702775478363
186,0.30485570114861066,0.9175709570957096,1.6211635294285687,0.6801188118811882,721.306722164154
187,0.30236559464420015,0.9183102310231023,1.6194140047135979,0.677980198019802,720.9764511585236
188,0.3085765385421345,0.915986798679868,1.6873256219456894,0.6740990099009901,720.4535746574402
189,0.30489283579879917,0.9181914191419142,1.6486014776834936,0.672990099009901,722.6213111877441
190,0.30210506030031153,0.9177821782178218,1.6622995685108684,0.6735445544554456,725.8262107372284
191,0.30632040901361285,0.9172541254125413,1.6715542710188664,0.6754851485148515,721.2253994941711
192,0.3048033955809031,0.9187854785478548,1.6812425625670437,0.6766336633663367,720.4256038665771
193,0.29907442055441236,0.9186402640264026,1.6220361420301477,0.6794059405940595,719.1160666942596
194,0.2997212370580717,0.919036303630363,1.6128473002651724,0.6802772277227723,718.9919471740723
195,0.29877757715262676,0.9193795379537953,1.679944631954034,0.6777821782178218,717.9399840831757
196,0.29710562003625407,0.9202640264026403,1.707665782158423,0.6688316831683169,717.4097738265991
197,0.30249437546307173,0.9194191419141914,1.679794494025033,0.6691485148514852,717.6109852790833
198,0.29632582913178046,0.920976897689769,1.6280577933095923,0.6787326732673268,718.2055530548096
199,0.29174828881750237,0.9204620462046205,1.6521179639743735,0.6714059405940594,717.0692954063416
200,0.2949035730389123,0.9204092409240924,1.631805046978924,0.6758415841584159,717.446382522583
201,0.290347437323952,0.9220198019801981,1.669146278779013,0.6702970297029703,720.0943329334259
202,0.2922769757616963,0.9218481848184819,1.6937560486146297,0.6708514851485149,719.4489569664001
203,0.2961951995495002,0.919986798679868,1.6211605888951306,0.683960396039604,721.07275557518
204,0.29566734247664744,0.9211749174917492,1.6465031589673023,0.6788118811881189,717.831503868103
205,0.29148308384056026,0.9215049504950495,1.6669633390024454,0.6784158415841585,717.7011082172394
206,0.28799166816060207,0.9221386138613862,1.6300949733139891,0.6756435643564357,717.4596810340881
207,0.29521078508145904,0.9203168316831684,1.6957061817549697,0.6755247524752476,718.0615372657776
208,0.2841213509641789,0.9232343234323432,1.6813603684005112,0.6685148514851486,718.2269251346588
209,0.2868012483105869,0.9227326732673268,1.6575867912045332,0.6812277227722773,718.9179944992065
