epoch,train_loss,train_acc,test_loss,test_acc,epoch_time
0,4.322393120543377,0.06014521452145215,4.067596326572726,0.08716831683168316,203.63041472434998
1,3.999887391924858,0.112990099009901,3.821368066951482,0.12499009900990099,187.8684046268463
2,3.7275280026165216,0.1644092409240924,3.462912282859436,0.18542574257425742,187.3815197944641
3,3.4817014046617456,0.2174125412541254,3.111068347487787,0.25243564356435644,187.23873496055603
4,3.272278658441595,0.2648052805280528,3.278020459293115,0.23401980198019803,187.85523557662964
5,3.101888086344745,0.302996699669967,2.6709724779080863,0.34566336633663364,186.8710117340088
6,2.9482972110445433,0.3391155115511551,2.6197623297421617,0.3558415841584158,187.52580904960632
7,2.8317546445775674,0.3683300330033003,2.415722636110855,0.4004752475247525,186.0865557193756
8,2.724522409004134,0.3928712871287129,2.253596273636577,0.44063366336633664,187.1721134185791
9,2.6344502423260665,0.4130957095709571,2.1749741728558685,0.4554851485148515,189.51811575889587
10,2.544734991482786,0.43602640264026404,2.179967768565573,0.45762376237623764,187.46671342849731
11,2.4782702888588646,0.451960396039604,2.0142475526140196,0.5063762376237624,187.09998059272766
12,2.4060779640803465,0.4693993399339934,1.9984863150601435,0.5020990099009901,188.27406883239746
13,2.341438496636378,0.48196699669966997,1.9156286012042651,0.5207128712871287,192.4815993309021
14,2.2847380241429485,0.4974389438943894,1.882445689102616,0.5301782178217822,194.08555388450623
15,2.2306934345412897,0.5077359735973598,1.940082800207716,0.5207128712871287,189.66980528831482
16,2.1835600618977806,0.5191947194719472,1.881090694379927,0.5273663366336634,189.71388363838196
17,2.1325738667636305,0.5287260726072607,1.8698000680617612,0.532950495049505,196.23109817504883
18,2.0862648414598928,0.5409372937293729,1.7688597768846184,0.5535049504950496,195.94900465011597
19,2.037529120171392,0.5499273927392739,1.761626965018234,0.5568316831683169,196.70212507247925
20,1.9858582553428572,0.5593663366336634,1.712458190893886,0.568,193.37157487869263
21,1.949933125159225,0.5683828382838284,1.672776968716973,0.5774653465346534,194.4574704170227
22,1.9204904515598271,0.5759339933993399,1.7217508436302946,0.5685940594059405,192.5403995513916
23,1.867535165234192,0.5857557755775578,1.689448472676855,0.5813861386138613,193.80080223083496
24,1.830316825291595,0.5921848184818482,1.642117279346543,0.5883168316831683,196.22071528434753
25,1.7959567932663738,0.5974917491749175,1.8170936163326707,0.5512871287128713,194.87041330337524
26,1.75915562824623,0.6027986798679869,1.6387815235389604,0.5881188118811881,201.12993907928467
27,1.7223653195274842,0.6098217821782178,1.7411432425783138,0.5685148514851485,190.156485080719
28,1.6918315716289185,0.617953795379538,1.6223778872929437,0.596,192.08737468719482
29,1.6525332728350484,0.6213993399339934,1.6293635075592032,0.5916435643564356,198.38769149780273
30,1.6134275792015564,0.6289768976897689,1.6660781392846444,0.5874455445544554,196.5031373500824
31,1.583142040951832,0.6360528052805281,1.6627501441974832,0.5881980198019802,199.81895351409912
32,1.5451502211996027,0.6432607260726073,1.6514548850480957,0.5910891089108911,205.2906847000122
33,1.5081714498432908,0.6499009900990099,1.6874009297050612,0.583089108910891,196.61943578720093
34,1.472808763384819,0.6574389438943894,1.669082053156212,0.5897425742574257,189.02052664756775
35,1.432799966552773,0.6644488448844884,1.7387413909338942,0.5737029702970297,191.79057550430298
36,1.4139807340059731,0.6679735973597359,1.6949484653846183,0.585980198019802,197.31267833709717
37,1.3794316775291353,0.673016501650165,1.685404729963553,0.592079207920792,193.1685287952423
38,1.3455686414161243,0.6792871287128713,1.7502593011266054,0.5803960396039604,198.18615198135376
39,1.3201190727586682,0.6845676567656765,1.7461185306310654,0.583009900990099,206.23899483680725
